id,url,base_personality,life_tendency,female_feature,male_feature,love_tendency
4,https://unkoi.com/article/animal_tiger4/,"自由と平等を尊重し、誰にでも優しさを振りまく性格の持ち主です。
気さくで明るく、不思議な親近感があり、誰とでもすぐに打ち解けることができます。相手の立場や年齢に関係なく、すべての人と平等に付き合います。
自分には厳しいところがありますが、他人には優しく、また頼まれたら嫌とは言えない献身的な性格で、多くの人に慕われ、相談を持ち掛けられることが多いです。
フットワークも軽く、どのグループにもスッと溶け込むことができるため、交友関係が広いタイプです。
楽天家なところがあり、たとえピンチに陥ったとしても何とかなる精神で案外何でも乗り越えてしまうことも。
一方で、一度やると決めたら曲げないストイックな一面があり、普段はあっけらかんとしつつもやるべきことはやる姿に好感を持つ人は多いです。","物事を多方面から見ることができる俯瞰的な視野と、粘り強い柔軟性で成果を上げていく人生を送ります。
イレギュラーな事態が発生しても動じない落ち着きがあり、トラブルに強いのが強み。
また、ポジティブな思考でどんな困難な場面も乗り越えていくため、生涯を通して多くのことを成し遂げていきます。
全体的に能力が高く精神面も熟していますが、決して驕り高ぶることがないため、多くの人に慕われ幅広い人脈を築いていきます。
冷静な判断力と広い視野、そして人望の厚さから、人の上に立つ役割が回ってくることが多いといえます。","すべての人に平等に接する温厚な人です。
優しくて面倒見が良いので人に好かれやすいですが、人に目をかけすぎて自分の世話を忘れてしまうことも。
それくらいお人好しでとても純粋な性格をしており、見聞きしたことを疑わずにそのまま信じてしまうほどピュアなタイプです。
基本的にマイペースで勘は鈍いものの、冷静な判断力とたくましい実行力を兼ね備えており、多くのことを成し遂げます。
ただ、やる気が空回って散漫になると中途半端に終わってしまうことがあるため、持ち前の冷静さを活かして落ち着いて周りを見渡すことが大切です。","客観的に物事を考える意志の強い人です。
どんな時でも冷静に大局を見つめ、先入観や他人の意見に左右されずに物事を判断できる人です。
また、事前準備をしっかりと済ませてから動く慎重なタイプで、決して軽はずみな行動はしません。
物事を完遂させる能力が高いうえに、どんな時も慌てずどっしりと構えているため、周囲から頼りにされることが多いです。
誰にでも分け隔てなく接し受け入れる度量の広い人ですが、筋の通らないことは決して受け入れない一本気なところがあります。
一方で柔軟性もあり、物事も人間関係も器用にこなしていく世渡り上手でもあります。","恋愛でも1人の相手と誠実に向き合い、一途に相手を愛しぬくタイプです。
好きな人ができたら真っすぐに想いを伝え、少しずつ距離を縮めていきます。
優しいようでいて意志が強く、相手に好きな人がいたり、一度や二度振られたりしたくらいでは諦めず、アタックし続けます。
相手を振り向かせるための努力を惜しまず、真剣に想いを伝え続ける真摯な楽天的な虎の姿に自然と心を掴まれ、虜になる人は多いでしょう。
そんな一本気な楽天的な虎は、天性の甘やかし上手でもあります。自立心の高い甘え下手なパートナーが相手でも、スッと相手の心の柔らかい部分に入り込み、心を開かせることができます。
一方で、お付き合いでは主導権を握るタイプで、相手の気持ちを汲み取りながらうまくリードしていきます。"
5,https://unkoi.com/article/animal_tiger5/,"とても正義感が強い性格の持ち主です。曲がったことや理不尽なことは許しません。
しかし、普段はとても穏やかで、争い事を好まない穏便な性格をしています。
「自分はこうしたい！」そう思ったら相手が誰であっても物怖じせず、堂々と自分の意見を述べる度胸があります。
自分を一方的に押し出すことはせず、相手を尊重しながら調和を図る平和主義者でもあります。
調和を好む優しさの中にピシッとした芯を持つパワフルな虎は、周りからの信頼も厚く、リーダーとして頼られることも多いです。
弱きを助け強きを挫く性格は、時に損をすることもありますが、そんな不器用なところもパワフルな虎の魅力といえます。","七転び八起きの大器晩成型です。
好奇心が旺盛で行動力抜群なパワフルな虎は、興味を抱いたらすぐに行動する積極派です。ただ、フットワークが軽いぶん、思慮深く取り組んだり、腰を据えてコツコツと取り組んだりするのは苦手なところがあります。
軽率に動いてしまい、結果的に大失敗することも少なくありません。でも、へこたれない強さと前向きな性格なので、失敗を重ねながらも地道に経験やステータスを積み上げていきます。
若い時も勢いがありますが、晩年のほうがより充実した人生を送ることができます。","迫力抜群の姉御肌タイプ。
外見は少女の頃から落ち着いており、大人びた雰囲気がありますが、年を重ねるほど若々しくなっていき、年齢不詳と言われることが多いです。
一度決めたことは守りぬくというまっすぐな性格で、責任感が強くリーダー的な役割を任されることが多いです。
また、お金や名誉にこだわる野心家でもあり、欲しいものを手に入れるための努力は惜しみません。
基本的に調和を好むので自分からトラブルを起こすことはありませんが、プライドが高く、自分の考えを曲げないため、時折周りと衝突することがあります。","オープンでさっぱりとしています。
誰に対しても忖度せず、明るく接する男性のパワフルな虎は、みんなの人気者です。
頭の回転が速く、1を聞いて10を知るタイプ。
せっかちな性分でなので時折早とちりもしますが、何でもテキパキとこなして物事を進めていく行動力の持ち主です。
責任感も強く、手がけた仕事は最後までやり遂げるなど信頼できる人物です。
ただ、若いうちは自尊心が強く、自分の力を過信してしまうことがあります。あまり自分を買い被ってしまうと必要な成長ができません。
謙虚な気持ちで物事に取り組むように心がけたいところです。","地に足がついた落ち着いた恋愛を好みます。
強い自我と行動力を持つパワフルな虎は、たとえばカーストの中でも陽キャの1軍に所属するタイプ。
グループの中にいてもひときわ目立つ存在なので、異性から好意を寄せられることも多く、はっきりいってモテます。
しかし、自分から積極的に恋をするタイプではなく、恋愛の始まりも友人や仲間として過ごしているうちに親しくなり、自然にカップル成立となる傾向です。
交際でも、自分のことより相手を尊重して盛り上げようとするなど、恋人を楽しませることを優先させます。
早いうちから結婚を視野に入れることも多く、安心感のあるお付き合いをしていきます。浮気をすることもなく、堅実に交際を進めていきます。"
6,https://unkoi.com/article/animal_tiger6/,"控え目で謙虚、おっとりした雰囲気で調和を好む優しい性格です。
温厚なイメージですが、本当は頭の回転が速く、臨機応変に対応したり、物事の本質を素早く見抜いたりすることができるキレ者です。
そんな慈悲深い虎ですが「認められたい」「上に立ちたい」などの野心はあまりなく、どちらかというと地道に生活していく堅実なタイプ。それでいて理想を求めるロマンチストであるため、一見わかりにくいタイプかもしれません。
人のために尽くすことに喜びを感じる献身的な魂の持ち主で、積極的にボランティアに参加することも多いです。親切で面倒見も良いため、多くの人から愛され、慕われています。","隠れた立役者として人生を謳歌するタイプです。
細やかな気づかいと温厚な性格の慈悲深い虎は、人生においてどちらかというと引っ込み思案で損をすることが多いかもしれません。
特に、幼少の頃は優しさゆえに目立つタイプに押しやられ、何となく理不尽な思いをすることがあります。
しかし、穏やかな人間関係に守られることも多く、大きな危険に遭遇する可能性はかなり低いです。
なお、無意識に争いを避けようとしてしまい、人生にも人にも受け身になりがちですが、実はそれが慈悲深い虎の本質に繋がります。
トラブルを回避しつつ、穏やかな人生を送ることができます。","純粋無垢な永遠の少女タイプです。
外見はどちらかというと地味目ですが、小動物のような可愛らしい雰囲気があります。性格も控え目で大人しく、誰にでも親切です。
少しお調子者という一面もありますが、そこもご愛敬で周りから可愛がられることが多いです。
流されやすく見えますが、内面は自分の世界観をしっかりと持っており、周りに影響されないしたたかな強さを秘めています。
しかし、現実面では警戒心が薄く、何でも素直に受け入れてしまうところがあり、損をしやすい傾向があります。
また、人前に出るとストレスを感じることが多いです。","温厚で誠実、善意や理想を求めるロマンチストです。
外見は美意識が高くオシャレ、清潔感や透明感溢れる紳士的なタイプ。
しかし、内面はなかなかアクティブで積極的、理想に向かって真っ直ぐに進んでいく情熱的な一面があります。
基本的にプラス思考で壁にぶつかっても簡単に諦めることはしません。
うまくいかない時も慌てず、クールに「別の方法はないかな？」と気持ちを切り替えて正解を求めていくバイタリティ溢れる人物でもあります。
知的好奇心が高く、勉強やスキルアップ好きというのも特徴の1つです。","好きになったら一直線、情熱的な恋愛を好みます。
一見穏やかで控え目な慈悲深い虎は、恋愛に興味がなさそうなイメージかもしれません。でも実はイメージとは正反対の熱愛タイプ。
好きになったら他のことが手につかないくらい恋に夢中になってしまいます。
ただ、気持ちを表に出すことに苦手意識があるため、基本は受け身です。相手の様子を観察しながら、少しずつ距離を縮めていく長期戦で戦うことが多いです。
とはいえ人当たりが良く親切な虎なので、相手から好意を寄せられることも多いです。
なお、交際でもあまり自分から本音は言わず、基本相手に合わせるタイプなのでグイグイ引っ張ってくれる人が合います。"
1,https://unkoi.com/article/animal_racoon1/,"優しく穏やかな性格で、相手に合わせることがうまく、バランスを取りながら接します。
リーダーとして引っ張っていくようなタイプではありませんが、その優しさに惹かれて頼りたいと思う人は多いはずです。
また、謙虚でおとなしく、内気なところがあり、たくさん人がいる中では自分を抑え、引っ込んでしまう恥ずかしがり屋なところも。
しかし、孤独を好むタイプではなく、多くの人に囲まれていると安心する寂しがり屋でもあります。
そんな社交家のたぬきですが、無心なようでいて実は内面ではぬかりなく計算しており、目立たないようでいて実はちゃっかりと良いポジションを掴み取るなど周りを驚かせることがあります。","たくさんの人と交流しながら大成するタイプです。
シャイで控え目な保守的な社交家のたぬきは、若いうちは目立つことも少なく、どちらかというと損をしやすい傾向にあります。
しかし、空気を読むのがうまく、人とぶつかることが少ないです。
加えて理知的で合理的、物事の本質を見抜いて自分のプラスになることを取り入れるのが上手です。見た感じは控え目でおっとりしてますが、意外と向上心が強いところも。
社交家のたぬき自身も努力をするのですが、それ以上に周りから恩恵を受けることも多く、気がついたらちゃっかり大きな成功を手に入れているということが多いです。","物腰がやわらかく穏やかなタイプです。
外見は小動物のように可愛らしく可憐、思わず守ってあげたくいなるようなふんわりとした印象を与えます。
また、引っ込み思案で恥ずかしがり屋ですが、困っている人がいれば声をかけたり、電車の中でも積極的に席を譲ろうとしたり、「誰かを助けたい」というボランティア精神に溢れています。
目立つことが苦手ですが、いざという時はパワーを発揮する強い一面もあり、周りから頼りにされることも多いです。
ただ、自己肯定感が低めでもあるため、経験を重ねて自信を持つと人生の豊かさが増していくはずです。","物静かだけど社交的で友達が多いタイプです。
外見は飾り気がなく地味ですが清潔感がありクール、人畜無害な草食系といった印象です。
内面も外見通りに控え目でおとなしいのですが、社交的で人と接することが大好き。1人で過ごすよりも大勢の中で賑やかに過ごすことを好みます。
人当たりが良く、相手に合わせて自分の出方を決めるため衝突することも少なく、人脈を広げるのがとても上手でもあります。
また、責任感が強く、一度取り組んだことは最後まで粘り強く頑張るため、周囲から厚い信頼を寄せられます。","時間をかけて愛を深めていく穏やかな恋愛を好みます。
相手に合わせるのが得意な社交家のたぬきは、人当たりが良く社交的、割と自分から人に合わせていくタイプですが、恋愛に関してはシャイで奥手といえます。
友人や仲間など身近な人と恋に落ちることが多く、時間をかけて信頼や関係性を深めていきます。
お付き合いの始まりも、自分から告白する、というよりは自然な流れで「いつの間にか付き合っていた」となることが多いです。
交際では自分のことより相手を優先するタイプ。サービス精神が旺盛で、恋人が喜んでくれることが自分の喜びになります。
ただし、尽くしすぎるあまり、自分がストレスを溜めこんでしまうことが多々あります。"
2,https://unkoi.com/article/animal_racoon2/,"笑顔が素敵な磨き上げられたたぬきは、人当たりが良く、温厚な性格の持ち主です。
優しく柔和な印象から溢れ出る、その愛嬌の良さや穏やかな雰囲気から周囲の人から親しまれます。
一方で、目立つことは苦手で少し引っ込み思案なので「おっとしている人」「何となくのんびりしている」という印象を与えることが多いです。
しかし、意外と鋭い観察眼を持ち、物事の本質や相手の隠し事を素早く見抜いてしまうタイプといえます。
また、愛嬌のあるイメージとは裏腹に、プライドが高く激しい気性の持ち主で、物事に対する「好き嫌い」もはっきりしています。
なお、持ち物の管理が苦手で、部屋の中が乱雑だったり、忘れ物が多かったりするのも特徴の1つといえます。","苦労が多い人生になりやすい傾向があります。
穏やかで愛嬌たっぷりな雰囲気と鋭い観察眼を持つため、見た目と内面のギャップから誤解されやすい傾向があります。
また、伝統やルールを守ることを美徳とするタイプで、理想に向かって突き進む完璧主義。他の人なら適当に済ますところでも、ついつい頑張りすぎてしまいます。
責任感の強さや真面目さは周りから信頼されますが、ストイックすぎてストレスを溜め込むことも少なくありません。
しかし、努力の分だけ実績ももちろん上がっていきます。苦労しながらも堅実な人生を歩んでいくことができます。","控えめながらも相手を魅了するタイプです。
外見はおしとやかな和風美人という雰囲気、地味系ですが、可憐で可愛らしく、不思議な色気と魅力があります。
しかし、内面は気まぐれで感情的なところがあり、外見とのギャップが激しいタイプ。
人当たりが良く謙虚だからこそ、深く付き合っていくと内面とのギャップに驚かされますが、そこが小悪魔的な魅力でもあります。
目立つことは苦手ですが、かといって注目されないのも嫌。実力は高いのですが、自分が無理しない立場やNo．2をキープすることが多いです。","温和だけど人との距離をしっかり取っているタイプです。
外見は大人しく控えめ、清潔感はありますが、地味で目立ちにくい雰囲気の持ち主です。
内面も自分から積極的に前に出ることはせず、人との距離を取りながら自分のテリトリーをしっかり守ろうとします。
争い事は極力避けたいタイプで、相手に対しても余計な干渉はせず「人は人、自分は自分」というスタンスを貫くため、少し冷たいと感じる人がいるかもしれません。
でも責任感が強く、頼まれたことは最後までしっかりやり遂げる粘り強い性格です。誠実で真面目な人柄は多くの人から頼りにされ、重宝されます。","恋愛において、時間をかけて大切な人との関係を深めていくタイプです。
人当たりが良いのですが、ほどほどの距離感を好むため、恋愛に対して奥手な傾向です。
職場の同僚や友人など、普段から接する人の中で恋が芽生えて少しずつ育てていくスタイルが多く、1人の人と長く付き合っていき、そのまま結婚に至ることも多いです。
ただし、女性の場合は気まぐれなところがあるため、1人の人と別れたり付き合ったり、を繰り返す場合があります。
なお、付き合っていても自分の時間は大切にしたいタイプで、相手の出方を見ながら調整しているところがあります。
情熱的に付き合うというよりは、静かな情熱でゆっくりと愛を育んでいくことを好みます。"
3,https://unkoi.com/article/animal_racoon3/,"いつでもポジティブで前向きな性格の持ち主で、失敗してもクヨクヨせずにさっさと切り替えて前に進む強さを持っています。
執着するのもされるのも苦手、束縛よりも自由を愛し、思いのままに行動することが多いものの、愛嬌があるので誰からも好感を持たれます。
しかし、自由といっても夢見がちなわけではなく、意外と地に足がついた現実派で、任された仕事は堅実にこなしていきます。
人の話をよく聞くことができるので、感情移入しすぎて「この人の望みを叶えてあげよう」となり、自分の本音を抑えつけてしまうことも。
でも、その性質はサポート役に最適で、リーダーを助けているうちに自分がしっかり実権を握っていた、なんてこともあります。","若い頃からコツコツ努力や学びを積み重ねることによって成功に近づいていく、まさに大器晩成型です。
自由奔放で、ただただ毎日を楽しんでいるように見えますが、その実は裏側で地道な努力を続けています。
うさぎと亀でいえば、まさに着々と成功に向かって歩み続ける亀タイプです。
また、意外と野心家で成功や出世を求めるところがあるので、大きな夢と理想を抱き、それを叶えるための長期的な計画を立て、それに向かって頑張ります。
金運もやはり晩年に大きくなり、大きな財産を築いてゆったり暮らします。","可愛らしさが際立ち、ついつい甘えさせたくなる雰囲気を持っています。
物腰が柔らかくて控えめ、あまり自己主張せず受け身なので、誰からも好かれるマスコット的存在になれます。当然、男性からの人気も上々です。
しかし、仲良くなってくると実は自由でワガママな面が顔を出し始めます。
穏やかそうに見えても、本来は感受性が豊かで喜怒哀楽も激しいところがあるので、それをずっと我慢しているとストレスが溜まってしまいがちです。
案外とおおざっぱなので、細かい気配りや作業はちょっと苦手といえます。","直観力と洞察力が秀でており、人が考えていることをうまく読み取る才能があります。
何に対しても執着心がないため、ライバル視されることはないのですが、実は虎視眈々と自分が成功するためのチャンスを狙っているため、結果が出るのはやや遅め。
直観と自分の経験に裏打ちされた能力のおかげでタイミングは逃しません。
しかし、執着がないのでうまくいかないと「まあいいか」とあっさり次に行ってしまいます。
後ろを振り返らないポジティブさは魅力ですが、もう少しだけ粘る気持ちを持つと成功も早まります。","ズバリ安心感です。お互いを焼き尽くすような情熱よりも、むしろ陽だまりのような温かさを求めます。
真面目で、結婚を前提とした恋愛を好むことから、お付き合いまでに時間がかかりますが、じっくりとお互いを理解し合うので「こんなはずじゃなかった」ということにはなりません。
そのため、一見恋愛に興味がなさそうに感じますが、それはちょっぴり理想が高いこと、そして、お互いを知ってから安心して好きになりたいと思っているがゆえなのです。
お付き合いが始まる前からそうですが、相手のことを尊重し、包み込むような愛情を注ぎ続けます。付き合い始めると、さらにその包容力を発揮し、着実な絆を築いていきます。"
4,https://unkoi.com/article/animal_racoon4/,"柔軟な思考を持つ好奇心旺盛な性格の持ち主です。頭の回転が速く、即断即決が得意です。
また、その場を和ませるのがとても上手です。険悪な雰囲気をいち早く察し、上手に揉め事を仲裁し、和やかな雰囲気へと導く才能も持ち合わせています。
もともと誰に対しても誠実で礼儀正しく、平等に接するので、みんなもその意見に耳を傾けてくれます。また、人の話を聞いて間を取り持つのがうまく、少数派の意見も拾い上げて反映させていくので多くの人に慕われます。
常に穏やかで事なかれ主義を貫いているように見えるのですが、内面は意外に情熱的。これ、と目標を定めればたとえ壁が立ちはだかったとしても、障害を乗り越えていく強さと集中力を発揮してやり遂げます。","人を見る目があり、さらに処世術に長けているので、あまり苦労することなく、上手に人生を渡り歩いていけます。
揉め事を嫌う平和主義なので、多少嫌なことがあっても我慢するのではなく上手にスルーしていきます。
どこか達観した雰囲気がありますが、本当にやりたいことが見つかればそれに集中し、強い意志を持って突き進みます。
多少のことでは意見も曲げないし、心も折れませんが、限界を自分で察するのが苦手なところがあり、ふいに電池が切れたようになってしまいます。
計画を立てたら、その中に休息もしっかりと組み込むと良いでしょう。","どちらかというと古風な雰囲気を漂わせる、おっとりしたタイプです。まさに大和撫子という言葉がピッタリ。
その穏やかな笑顔やゆったりした佇まいは周囲をふんわりと和ませ、たとえ険悪なムードであっても不思議なほどに緩んでしまいます。
しかし、守ってあげたいような雰囲気とは裏腹にその芯は強く、一度決めたことは最後まできっちりやり抜こうとします。
ふわふわしたように見えても中身はかなり現実的で、見た目の格好良さよりも中身重視。その人の人間性を鋭く見抜き、安定感のあるお付き合いを好みます。","行動力と決断力がずば抜けており、どんなことも的確かつスピーディーに処理していきます。
たとえ失敗しても落ち込まず、それをばねにしてどんどん伸びていくことができる強さも持ち合わせています。
もともと発想力が豊かで、それを素早く実行に移す力もあるので、それが仕事にできれば結果とやりがいがついてきて、胸の内に秘めた情熱がどんどんと燃え上がってきます。
常に手を抜かず、小さなことでもきちんとやり遂げる姿は周囲からの信頼を集め、次第に一目置かれる存在になっていきます。","とても恥ずかしがり屋なことから、恋愛に対してはかなり奥手です。好きになっても自分からのアプローチは苦手です。
でも、誰に対しても優しく誠実に向き合い、かつどんな時でも優しく包み込む包容力があることからかなりモテるので、相手から積極的にアプローチされてお付き合いに至ることが多くなります。
恋が始まると相手に対してとても一途に向き合い、時間をかけて関係を育てていきます。そのため、一度お付き合いするとそのまま結婚に至ることも多いです。
自分自身が誠実であることから、相手にももちろんそれを求めます。浮気や嘘、裏切りは許せず、普段の優しい態度からは想像もつかないほど厳しい対応に驚くかもしれません。"
1,https://unkoi.com/article/animal_cheetah1/,"積極的な性格の持ち主で、考えるより先に動くタイプです。
行動力があり、思い立ったら動かずにはいられません。興味を引かれるもの、やってみたいことがあれば、パッと行動を起こします。
また、白か黒か、イエスかノーか、ハッキリさせたがる傾向があります。中途半端な状態のままいるのは耐えられません。
正義感が強く、曲がったことはたとえ身近な人でも許しません。頑固なまでに真面目で誠実な性格で、裏表のない正直者です。
少々プライドが高いところもあり、自信過剰になる時があります。ただ、そのぶん自信を裏づけるだけの努力もしっかりとできる人です。
華やかな雰囲気を持ち、人の目を惹きつける魅力があります。","大きな目標を掲げて追いかける人生を送ります。興味を持つものに片っ端から挑戦していきます。
そしてやがて、これこそライフワークだと思えるものを見出し、それを生涯かけて追い求めていきます。
何をするにも人に頼らず自分の力でしっかりと歩んでいける人です。
1つのものにじっくりと取り組む粘り強さもあれば、頭を切り替えて方向転換する臨機応変さも備わっています。そのため、こだわりすぎず、うまくいく道を選んで進んでいきます。
そんな中、人には真似できないような大きな成功を掴み取ることもできるはずです。","姉御肌でしっかり者なタイプです。自分のことも周りのことも大事にできます。
負けん気が強く、男性とも対等にやり合っていきます。違うと思えば、上司だろうと身近な人だろうと、どんな相手でもハッキリと意見を伝えます。
とてもパワフルで、仕事も恋もまっすぐに向き合っていける人です。
自分がやりたいことや自分なりの信念をしっかりと持っていて、それを追い求めることに喜びを見出します。
小さな世界に閉じこもっていられず、広い世界に飛び出していきます。視野が広く大胆に動ける人なのです。","実行力抜群なタイプです。何事も有言実行で、言ったことは必ず守ります。
真面目で頑固なまでに正直者ですから、周りからの信頼は厚いです。自然と周りにとってリーダー的存在として見られやすく、頼られると引っ張っていきます。
自ら道を切り開いていく積極性や行動力があり、良きリーダーとして頼られる存在です。
媚びるわけではありませんが、忠実に目上の人に尽くすこともできます。目上の人から可愛がられ、引き立ててもらいやすいはず。
親しみやすく、女性の目を惹きつける魅力があります。","一見すると奥手でも、実は情熱的な一面を秘めています。
恋をすると、まずは慎重に距離を縮めていきます。相手にどう思われているか、相手がどんな人を求めているかをしっかりと見極めようとするのです。
そのうえで、この恋に脈があると感じられたら、少しずつ踏み込んでいきます。確実に恋を進めていけるよう、自分なりにアプローチ方法を模索しながら近づいていきます。
相手からすると、好意を感じられるのになかなか踏み込んでこないため、もどかしく思うかもしれません。それぐらい、慎重にじっくりと仲を深めていこうとするのです。
だけど、一度お付き合いが始まれば、とても一途で信頼できるパートナーとなり、真剣交際ができます。"
2,https://unkoi.com/article/animal_cheetah2/,"好奇心旺盛な性格の持ち主で、興味を持つと迷いなく飛び込んでいくタイプです。
自分なりの理想を高く持っていて、それを追い求めて挑戦を重ねます。視野が広く、より大きな世界で活躍したいという願望を秘めています。
前向きで常に前進していこうとする一方、周りを顧みる余裕を無くしてしまうことも。そんな時に、周りから批判されたり、衝突したりすることもあります。
全力疾走するチータは自分の進むべき道を突き進むことが最優先のため、批判を恐れることはありません。失敗してもすぐに切り替え、新たな道を模索していきます。
人に対しては人見知りせず、誰とでもフレンドリーに接します。人を惹きつける魅力に溢れているため、人間関係は広いほうです。","文字通り全力疾走で駆け抜けていきます。
やってみたいこと、進みたい道が見つかれば、ためらいなく飛び込んでいきます。何ら迷いはなく、自信を持って突き進んでいきます。
逆境はむしろ情熱を掻き立てるものとなるため、自ら高いハードルを課すこともあります。野心を胸に秘めていて、それに向けて努力も重ねていく人生となります。
大きな目標を追い求めていき、どんなに高い壁であっても、それを乗り越え、達成を目指すことに喜びを見出します。
最終的に、大きな目標を達成して成功を掴み取ることも十分可能です。","こうと決めたらまっすぐに突き進むタイプです。
自分の目標を掲げると、必ず達成するのだという強い意志で取り組みます。そして、達成するまで決して諦めません。
自分の意志にこだわるあまり、頑固で融通が利かなくなってしまうこともあります。それでも、自分の思うままに生きることにこだわり、そこに喜びを見出します。
周りが驚くほどの大きな野望を秘めていて、そのために努力も重ねていきます。歳を重ねるにつれ、大きなことを成し遂げていき、周りから一目置かれる存在になるはずです。","自分の世界をしっかりと持っている人です。広い世界で活躍できることを望んでいます。
自分の価値観や生き方、考え方にこだわりがあり、それを批判したり踏み込まれたりするのを嫌がります。プライドが高く、常に人より優位に立っていたいという思いがあります。
また、正義感が強く、曲がったことを正したり間違っている人を諭したりする労力を惜しみません。何をするにも完璧にこなそうとする傾向があり、力を抜くのが苦手です。
周りからは信頼され、安心して大事な役割を任せてもらえるはずです。","異性からはモテやすいタイプです。華があって異性の目を惹きつける魅力があり、出会いには困りません。
ただ、理想が高いところがあり、そう気安く相手を受け入れることはありません。自分の理想に適う、条件面の良い相手を選びます。
恋愛に対しては自分から積極的にいきたい人で、受け身で待っていることはありません。好きになったら何が何でも振り向かせるつもりで精一杯アプローチします。
ただ、どんなに情熱的な恋であっても、短命になりがち。相手に対する好奇心が長続きしにくく、どんどんと相手を変えてしまうことも。
気持ちが冷めるとさっと切り替えて次の恋に進もうとします。一方、運命の相手に出会うと、一気に結婚まで駆け抜けていきます。"
3,https://unkoi.com/article/animal_cheetah3/,"エネルギッシュな性格で、即断即決即実行の行動力の塊のような人です。
まさに獲物を狙うかのように決めたら迷わずに突き進むので、チャンスを逃すことはまずありません。自分の目標に向かって突き進みます。
また、自分が放つ輝きによって人から一目置かれることを望みます。たとえ道のりは地味でも華やかで大きな結果を出すことで周囲からの注目を集めようとします。
当然そのための努力は欠かしません。そんなストイックさもありますが、それを表に出すことも人に押しつけることもありません。
周囲には穏やかに接し、みんなを楽しませることが大好きです。誰に対しても気取ることなく気さくに接し「あの人は凄いけど面白いんだよね」と周囲から親しまれます。","それを手にする努力を欠かさないことから、望むものを手に入れやすいです。
そして、どちらかというとお金や物など、形に残るものを欲します。そのため、恋をしても、結婚をしても、それをパワーに変えて仕事に邁進します。
しかし、ある程度年齢を重ねて落ち着いてくると精神的な豊かさに目を向けるようになります。
実はそれほどメンタルが強いわけではないので、人生の後半は寄り添ってくれる存在のありがたみを強く感じるようになります。","今だと思ったら抜群のスピード感で行動し、確実に欲しいものを手に入れていくタイプです。
それは、仕事においても恋愛においてもそうです。ただし、勢いだけで手に入らないことも理解しており、その下地となる自分のスキルや美貌を磨き上げる努力は怠りません。
常に準備万端の状態にしているので、チャンスを逃すこともありません。
また、一度失敗したくらいではめげないパワフルさも魅力です。粘り強さはあるものの、気は短いので駆け引きしようとする相手に対しては、さっさと見切りをつけて次にいくドライさも持ち合わせています。","頭の回転が速く、何でも即断即決する人です。
決断力と実行力に優れたうえに頭が切れるので、人の何倍ものスピードで結論を出していきます。
新しいものに目がなく、好奇心のままに動き回ります。
楽天的かつ野心家で「自分はもっと上にいける」「もっと広い世界がある」と思っているタイプです。それは仕事でも恋愛でも発揮され、常に難易度の高いことに挑戦していきます。
特に恋愛では直感に素直に従って心のままにアタックし続けます。問題は、手に入れると一気に気持ちが冷めてしまいやすいことで、相手はその温度差に驚かされます。","異性からモテるタイプです。人を楽しませることが好きでサービス精神旺盛のため、自然と人が集まります。
また、誰に対しても優しく接するので、八方美人と誤解されたり、意中の人に理解してもらえなかったりすることもあります。
恋のチャンスはとても多いのですが、本気の恋愛をすれば結構一途です。恋人には優しく、献身的に接します。
好きなタイプは向上心があり、チャレンジ精神に富んだ人です。自分も常に上を目指すタイプなので、同じような傾向を持つ相手とは、お互いに刺激し合うことができるからです。
また、意外に打たれ弱いところがあるので、そんな時にも「大丈夫」と明るく励ましてくれる大らかな人も好みです。"
